"journal_id","journal_name","category","max_aidate","article_influence","max_apcdate","price","license"
"1367-2630","New Journal of Physics","Science",2015-12-31,1.634,2013-01-01,1760,NA
"1368-1613","Information Research-An International Electronic Journal","Information Science",2015-12-31,0.187,2012-01-01,0,NA
"1374-8505","Geologica Belgica",NA,2015-12-31,0.232,2013-01-01,0,NA
"1392-5113","SORT-Statistics and Operations Research Transactions","",2014-12-31,0.290043,2013-01-01,0,NA
"1405-1435","Convergencia","POLITICAL SCIENCE",2014-12-31,0.0216176,2012-01-01,0,NA
"1405-3195","Agrociencia","PLANT BIOLOGY",2014-12-31,0.0847033,2013-01-01,0,NA
"1417-3875","Electronic Journal of Qualitative Theory of Differential Equations","",2015-12-31,0.279,2017-05-14,0,NA
"1420-3049","Molecules","Food Science",2015-12-31,0.628,2013-01-01,1933,NA
"1422-0067","International Journal of Molecular Sciences","Molecular and Cell Biology",2015-12-31,0.806,2013-01-01,1718,NA
"1424-3903","Pancreatology","Gastroenterology",2014-12-31,0.811751,2016-08-11,3000,NA
"1424-8220","Sensors","Physics and Chemistry",2015-12-31,0.546,2013-01-01,1932,NA
"1430-2772","Psychological Research",NA,1998-12-31,0.12202,2016-08-11,3000,NA
"1431-0643","Documenta Mathematica","MATHEMATICS",2014-12-31,1.39485,2013-01-01,0,NA
"1432-0665","Archive for Mathematical Logic","nan",2014-12-31,0.454819,2016-08-11,3000,NA
"1433-0563","Der Urologe","Urology",2014-12-31,0.066357,2016-08-11,3000,NA
"1433-5158","Hyle","",2014-12-31,0.351528,2017-05-14,0,NA
"1433-8351","Living Reviews in Relativity","",2015-12-31,12.463,2013-01-01,0,NA
"1434-4610","Protist","Ecology and Evolution",2014-12-31,0.982734,2016-08-11,2500,NA
"1434-7636","Granular Matter","Geotechnology",2014-12-31,0.821932,2016-08-11,3000,NA
"1435-9871","Demographic Research","SOCIOLOGY",2015-12-31,0.768,2017-05-22,0,NA
"1436-4522","Educational Technology & Society","EDUCATION",2015-12-31,0.384,2017-05-22,0,NA
"1436-5073","Microchimica Acta",NA,2004-12-31,0.32325,2016-08-11,3000,NA
"1438-8871","Journal of Medical Internet Research","Medicine",2015-12-31,1.571,2013-01-01,1900,NA
"1443-458X","Journal of Research and Practice in Information Technology",NA,2012-12-31,0.117828,2013-01-01,0,NA
"1449-2288","International Journal of Biological Sciences","",2015-12-31,1.151,2017-05-14,1485,NA
"1451-9372","Chemical Industry & Chemical Engineering Quarterly","nan",2015-12-31,0.159,2017-05-22,111.72,NA
"1452-3981","International Journal of Electrochemical Science",NA,2014-12-31,0.308777,2017-05-14,559,NA
"1452-8630","Applicable Analysis and Discrete Mathematics","MATHEMATICS",2014-12-31,0.652522,2017-05-14,0,NA
"1460-7425","Jasss-The Journal of Artificial Societies and Social Simulation",NA,2015-12-31,0.295,2012-01-01,0,NA
"1461-1570","Lms Journal of Computation and Mathematics","",2014-12-31,0.739836,2017-05-14,0,NA
"1463-1741","Noise & Health","",2015-12-31,0.487,2017-05-14,100,NA
"1465-3249","Cytotherapy","MOLECULAR AND CELL BIOLOGY",2014-12-31,0.860883,2017-05-22,3300,NA
"1465-5411","Breast Cancer International Journal of Breast Cancer","ONCOLOGY",2014-12-31,2.23164,2017-05-22,1000,NA
"1465-542X","Breast Cancer Research",NA,2015-12-31,2.015,2016-08-11,2910,NA
"1465-9921","Respiratory Research","Medicine",2014-12-31,1.17728,2013-01-01,2380,NA
"1465-993X","Respiratory Research",NA,2015-12-31,1.151,2016-08-11,2525,NA
"1466-609X","Critical Care","Medicine",2015-12-31,1.903,2015-12-01,2164.5,NA
"1467-3037","Current Issues in Molecular Biology","MOLECULAR AND CELL BIOLOGY",2014-12-31,1.29664,2017-05-22,1360,NA
"1467-4866","Geochemical Transactions","Geography. Anthropology. Recreation",2015-12-31,0.656,2016-08-11,1140,NA
"1470-7330","Cancer Imaging","RADIOLOGY",2015-12-31,0.609,2017-05-22,2145,NA
"1471-0676","Platinum Metals Review","",2014-12-31,0.474607,2012-01-01,0,NA
"1471-2091","Bmc Biochemistry","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.571,2017-05-22,2145,NA
"1471-2105","Bmc Bioinformatics","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.419,2017-05-22,2145,NA
"1471-2121","Bmc Cell Biology","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.853,2017-05-22,2145,NA
"1471-213X","Bmc Developmental Biology","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.98,2017-05-22,2145,NA
"1471-2148","Bmc Evolutionary Biology","ECOLOGY AND EVOLUTION",2015-12-31,1.32,2017-05-22,2145,NA
"1471-2156","Bmc Genetics","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.783,2017-05-22,2145,NA
"1471-2164","Bmc Genomics","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.34,2017-05-22,2145,NA
"1471-2172","Bmc Immunology","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.751,2017-05-22,2145,NA
"1471-2180","Bmc Microbiology","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.902,2017-05-22,2145,NA
"1471-2199","Bmc Molecular Biology","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.694,2017-05-22,2145,NA
"1471-2202","Bmc Neuroscience","NEUROSCIENCE",2015-12-31,0.906,2017-05-22,2145,NA
"1471-2229","Bmc Plant Biology","PLANT BIOLOGY",2015-12-31,1.205,2017-05-22,2145,NA
"1471-2253","BMC Anesthesiology","MEDICINE",2015-12-31,0.495,2017-05-22,2145,NA
"1471-2261","BMC Cardiovascular Disorders","MEDICINE",2015-12-31,0.599,2017-05-22,2145,NA
"1471-2288","BMC Medical Research Methodology","MEDICINE",2015-12-31,1.713,2017-05-22,2145,NA
"1471-2296","BMC Family Practice","MEDICINE",2015-12-31,0.672,2017-05-22,2145,NA
"1471-230X","Bmc Gastroenterology","GASTROENTEROLOGY",2015-12-31,0.773,2017-05-22,2145,NA
"1471-2318","BMC Geriatrics","MEDICINE",2015-12-31,0.925,2017-05-22,2145,NA
"1471-2334","Bmc Infectious Diseases","INFECTIOUS DISEASES",2015-12-31,1.027,2017-05-22,2145,NA
"1471-2342","Bmc Medical Imaging","RADIOLOGY",2015-12-31,0.508,2017-05-22,2145,NA
"1471-2350","BMC Medical Genetics","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.724,2017-05-22,2145,NA
"1471-2369","BMC Nephrology","NEPHROLOGY",2015-12-31,0.684,2017-05-22,2145,NA
"1471-2377","BMC Neurology","NEUROSCIENCE",2015-12-31,0.814,2017-05-22,2145,NA
"1471-2393","BMC Pregnancy and Childbirth","MEDICINE",2015-12-31,0.912,2017-05-22,2145,NA
"1471-2407","Bmc Cancer","ONCOLOGY",2015-12-31,0.933,2017-05-22,2145,NA
"1471-2415","BMC Ophthalmology","OPHTHALMOLOGY",2015-12-31,0.436,2017-05-22,2145,NA
"1471-2431","BMC Pediatrics","MEDICINE",2015-12-31,0.89,2017-05-22,2145,NA
"1471-244X","BMC Psychiatry","PSYCHIATRY",2015-12-31,0.956,2017-05-22,2145,NA
"1471-2458","Bmc Public Health","MEDICINE",2015-12-31,0.931,2017-05-22,2145,NA
"1471-2466","BMC Pulmonary Medicine","MEDICINE",2015-12-31,0.772,2017-05-22,2145,NA
"1471-2474","Bmc Musculoskeletal Disorders","ORTHOPEDICS",2015-12-31,0.774,2017-05-22,2145,NA
"1471-2482","BMC Surgery","GASTROENTEROLOGY",2015-12-31,0.48,2017-05-22,2145,NA
"1471-2490","BMC Urology","UROLOGY",2015-12-31,0.521,2017-05-22,2145,NA
"1472-6750","Bmc Biotechnology","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.756,2017-05-22,2145,NA
"1472-6785","Bmc Ecology","nan",2014-12-31,1.88263,2017-05-22,2145,NA
"1472-6807","Bmc Structural Biology","Science",2015-12-31,0.628,2016-08-11,2145,NA
"1472-6823","BMC Endocrine Disorders","MEDICINE",2015-12-31,0.655,2017-05-22,2145,NA
"1472-6831","BMC Oral Health","DENTISTRY",2015-12-31,0.463,2017-05-22,2145,NA
"1472-684X","BMC Palliative Care","MEDICINE",2015-12-31,0.619,2017-05-22,2145,NA
"1472-6874","BMC Womens Health","MEDICINE",2015-12-31,0.58,2017-05-22,2145,NA
"1472-6882","BMC Complementary and Alternative Medicine","FOOD SCIENCE",2015-12-31,0.499,2017-05-22,2145,NA
"1472-6920","BMC Medical Education","MEDICINE",2015-12-31,0.583,2017-05-22,2145,NA
"1472-6939","BMC Medical Ethics","MEDICINE",2015-12-31,0.59,2017-05-22,2145,NA
"1472-6947","BMC Medical Informatics and Decision Making","MEDICINE",2015-12-31,0.757,2017-05-22,2145,NA
"1472-6963","Bmc Health Services Research","MEDICINE",2015-12-31,0.749,2017-05-22,2145,NA
"1472-698X","BMC International Health and Human Rights","MEDICINE",2015-12-31,0.638,2017-05-22,2145,NA
"1472-9792","Tuberculosis","Molecular and Cell Biology",2014-12-31,0.95386,2016-08-11,2500,NA
"1473-2262","European Cells & Materials","",2015-12-31,1.306,2017-05-14,100,NA
"1474-7049","Evolutionary Psychology","",2015-12-31,0.488,2017-05-14,395,NA
"1474-760X","Genome Biology","Science",2015-12-31,7.133,2016-08-11,2975,NA
"1475-2840","Cardiovascular Diabetology","MEDICINE",2015-12-31,0.966,2017-05-22,2410,NA
"1475-2859","Microbial Cell Factories","Science",2015-12-31,1.112,2016-08-11,2145,NA
"1475-2867","Cancer Cell International","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.588,2017-05-22,2300,NA
"1475-2875","Malaria Journal","Medicine",2015-12-31,0.885,2016-08-11,2240,NA
"1475-2891","Nutrition Journal","",2015-12-31,0.976,2017-05-14,2365,NA
"1475-4916","Homeopathy","Medicine",2014-12-31,0.117595,2016-08-11,2500,NA
"1475-925X","Biomedical Engineering Online","SPORTS MEDICINE",2015-12-31,0.53,2017-05-22,2145,NA
"1475-9276","International Journal for Equity in Health","",2015-12-31,0.76,2017-05-14,2220,NA
"1476-069X","Environmental Health","",2015-12-31,1.228,2017-05-14,2220,NA
"1476-0711","Annals of Clinical Microbiology and Antimicrobials","INFECTIOUS DISEASES",2015-12-31,0.74,2017-05-22,2145,NA
"1476-072X","International Journal of Health Geographics","",2015-12-31,1.01,2017-05-14,2145,NA
"1476-4598","Molecular Cancer","Medicine",2015-12-31,1.449,2016-08-11,2145,NA
"1476-511X","Lipids in Health and Disease","",2015-12-31,0.596,2017-05-14,2145,NA
"1476-5586","Neoplasia","Medicine",2015-12-31,1.374,2016-08-11,2200,NA
"1476-7120","Cardiovascular Ultrasound","MEDICINE",2015-12-31,0.556,2017-05-22,2145,NA
"1476-9255","Journal of Inflammation-London","",2015-12-31,0.69,2017-05-14,2300,NA
"1477-3155","Journal of Nanobiotechnology","",2015-12-31,1.103,2017-05-14,2145,NA
"1477-5956","Proteome Science","",2015-12-31,0.525,2017-05-14,2145,NA
"1477-7517","Harm Reduction Journal","",2015-12-31,0.799,2017-05-14,2450,NA
"1477-7525","Health and Quality of Life Outcomes","Medicine",2015-12-31,0.907,2016-08-11,2145,NA
"1477-7819","World Journal of Surgical Oncology","",2015-12-31,0.392,2017-05-14,2580,NA
"1477-7827","Reproductive Biology and Endocrinology","Medicine",2015-12-31,0.824,2016-08-11,2145,NA
"1478-4491","Human Resources for Health","",2015-12-31,0.614,2017-05-14,2450,NA
"1478-4505","Health Research Policy and Systems","",2015-12-31,0.658,2017-05-14,2300,NA
"1478-6354","Arthritis Research & Therapy","Medicine",2015-12-31,1.559,2015-10-01,2164.5,NA
"1478-6362","Arthritis Research & Therapy","RHEUMATOLOGY",2014-12-31,1.36804,2017-05-22,2740,NA
"1478-7954","Population Health Metrics","",2015-12-31,1.788,2017-05-14,2145,NA
"1478-811X","Cell Communication and Signaling","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.256,2017-05-22,2450,NA
"1479-5868","International Journal of Behavioral Nutrition and Physical Activity","",2015-12-31,1.918,2017-05-14,2580,NA
"1479-5876","Journal of Translational Medicine","Molecular and Cell Biology",2015-12-31,1.085,2016-08-11,2145,NA
"1479-7364","Human Genomics","",2014-12-31,4.21306,2017-05-14,2450,NA
"1480-9222","Biological Procedures Online","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.572,2017-05-22,2450,NA
"1482-1826","Journal of Pharmacy and Pharmaceutical Sciences","Medicine",2015-12-31,0.512,2016-11-03,0,NA
"1488-2159","Journal of the Canadian Dental Association","Dentistry",2014-12-31,0.223534,2013-01-01,0,NA
"1499-2671","Canadian Journal of Diabetes","MEDICINE",2014-12-31,0.435368,2017-05-22,3300,NA
"1505-1773","Polish Journal of Veterinary Sciences","Veterinary",2014-12-31,0.147462,2012-01-01,0,NA
"1512-2891","Journal of Homotopy and Related Structures","",2014-12-31,0.839676,2017-05-14,3000,NA
"1513-7368","Asian Pacific Journal of Cancer Prevention","ONCOLOGY",2014-12-31,0.237879,2017-05-22,200,NA
"1517-7076","Materia-Rio De Janeiro","Technology",2015-12-31,0.003,2017-01-19,0,NA
"1518-8345","Revista Latino-Americana De Enfermagem","Medicine",2015-12-31,0.169,2004-04-23,0,NA
"1526-9914","Journal of Applied Clinical Medical Physics","",2014-12-31,0.393817,2017-05-14,500,NA
"1529-9120","Gene Therapy& Molecular Biology",NA,2013-12-31,0.203571,2012-01-01,0,NA
"1530-261X","Atmospheric Science Letters","Science",2015-12-31,0.768,2016-02-15,1300,NA
"1530-9932","AAPS PharmSciTech","PHARMACOLOGY",2014-12-31,0.485898,2016-08-11,3000,NA
"1533-3159","Pain Physician","",2014-12-31,0.917147,2017-05-14,0,NA
"1534-3146","Current Infectious Disease Reports","nan",2014-12-31,1.36371,2017-05-22,3000,NA
"1534-3170","Current Cardiology Reports","nan",2014-12-31,1.15339,2017-05-22,3000,NA
"1534-6285","Current Urology Reports","nan",2014-12-31,1.02462,2017-05-22,3000,NA
"1534-7362","Journal of Vision","Medicine",2015-12-31,1.059,2013-01-01,1275,NA
"1535-7414","Alcohol Research & Health","PSYCHIATRY",2014-12-31,1.02702,2012-01-01,0,NA
"1536-0121","Molecular Imaging","Science",2015-12-31,0.542,2016-06-17,2200,NA
"1536-2442","Journal of Insect Science","Science",2015-12-31,0.321,2013-01-01,800,NA
"1536-9323","Journal of the Association for Information Systems","",2014-12-31,1.04036,2017-05-14,75,NA
"1537-744X","The Scientific World Journal","Science",2013-12-31,0.343262,2016-08-11,750,NA
"1538-4721","Brachytherapy","ONCOLOGY",2014-12-31,0.595746,2017-05-22,3300,NA
"1538-6279","Centro Journal",NA,2012-12-31,0.0128048,2013-01-01,0,NA
"1544-2241","Current Osteoporosis Reports","nan",2014-12-31,1.91686,2017-05-22,3000,NA
"1545-7885","Plos Biology","Science",2015-12-31,5.19,2013-01-01,2900,NA
"1546-0096","Pediatric Rheumatology","",2015-12-31,0.692,2017-05-14,2145,NA
"1548-3576","Current HIV/AIDS Reports","nan",2014-12-31,3.14777,2017-05-22,3000,NA
"1548-7660","Journal of Statistical Software","Social Sciences",2015-12-31,5.434,2013-01-01,0,NA
"1549-1676","Plos Medicine","Medicine",2015-12-31,7.079,2013-01-01,2900,NA
"1550-1477","International Journal of Distributed Sensor Networks","Science",2015-12-31,0.252,2016-08-11,2000,NA
"1550-2783","Journal of the International Society of Sports Nutrition","",2015-12-31,0.548,2017-05-14,2145,NA
"1550-7416","The AAPS Journal","PHARMACOLOGY",2014-12-31,1.20645,2016-08-11,3000,NA
"1553-7404","PLoS Genetics","Science",2015-12-31,3.537,2013-01-01,2250,NA
"1554-9178","Physical Review Special Topics. Physics Education Research","Education",2014-12-31,0.523958,2013-01-01,1700,NA
"1555-7561","Theoretical Economics","",2014-12-31,3.09759,2017-05-14,0,NA
"1556-276X","Nanoscale Research Letters","Technology",2015-12-31,0.672,2016-08-11,1420,NA
"1558-9250","Journal of Engineered Fibers and Fabrics","",2015-12-31,0.223,2017-05-14,300,NA
"1559-3258","Dose-Response","Medicine",2015-12-31,0.46,2015-09-18,1500,NA
"1559-4106","Biointerphases","PHYSICS AND CHEMISTRY",2014-12-31,0.77985,2017-05-22,1085,NA
"1559-8985","Progress in Electromagnetics Research-Pier",NA,2014-12-31,0.529642,2013-01-01,0,NA
"1560-7917","Eurosurveillance","Medicine",2015-12-31,2.255,2004-09-09,0,NA
"1565-1088","Israel Medical Association Journal","Medicine",2014-12-31,0.262385,2012-01-01,0,NA
"1567-5394","Bioelectrochemistry","nan",2014-12-31,0.83625,2017-05-22,2600,NA
"1567-7249","Mitochondrion","Molecular and Cell Biology",2014-12-31,1.04399,2016-08-11,2200,NA
"1568-4156","International Journal of Integrated Care","Medicine",2015-12-31,0.54,2016-07-28,1625,NA
"1572-8463","Foundations of Chemistry","",2014-12-31,0.441588,2017-05-14,3000,NA
"1573-7802","Journal of World Prehistory","",2014-12-31,0.686686,2017-05-14,3000,NA
"1577-0354","Revista Internacional De Medicina Y Ciencias De La Actividad Fisica Y Del Deporte","Geography. Anthropology. Recreation",2015-12-31,0.092,2006-01-12,336,NA
"1582-4934","Journal of Cellular and Molecular Medicine","Medicine",2015-12-31,1.059,2013-05-21,2500,NA
"1584-8663","Chalcogenide Letters","PHYSICS AND CHEMISTRY",2014-12-31,0.191852,2017-05-22,220,NA
"1598-2254","Plant Pathology Journal","",2015-12-31,0.297,2017-05-14,1000,NA
"1600-5368","Acta Crystallographica Section E",NA,2011-12-31,0.0348884,2012-01-01,150,NA
"1607-324X","Condensed Matter Physics","PHYSICS AND CHEMISTRY",2014-12-31,0.238927,2017-05-22,0,NA
"1609-4069","International Journal of Qualitative Methods","Social Sciences",2015-12-31,0.3,2003-11-25,1500,NA
"1611-2156","EXCLI Journal","Medicine",2015-12-31,0.21,2016-07-25,0,NA
"1612-9830","Journal of Agriculture and Rural Development in the Tropics and Subtropics",NA,2012-12-31,0.0642238,2013-01-01,0,NA
"1617-9625","Tobacco Induced Diseases","",2015-12-31,0.673,2017-05-14,2145,NA
"1618-7229","E-Polymers","PHYSICS AND CHEMISTRY",2014-12-31,0.0797684,2013-01-01,0,NA
"1641-1307","Dendrobiology","ECOLOGY AND EVOLUTION",2015-12-31,0.168,2017-05-22,0,NA
"1641-7291","Geological Quarterly",NA,2014-12-31,0.233508,2013-01-01,0,NA
"1646-0758","Acta Medica Portuguesa","Medicine",2015-12-31,0.112,2008-02-15,0,NA
"1654-9880","Global Health Action","Medicine",2015-12-31,0.727,2008-12-18,1456,NA
"1660-3397","Marine Drugs","Food Science",2015-12-31,0.731,2013-01-01,1934,NA
"1660-4601","International Journal of Environmental Research and Public Health",NA,2015-12-31,0.684,2012-01-01,1066,NA
"1662-453X","Frontiers in Neuroscience","Medicine",2015-12-31,1.344,2012-01-01,2086,NA
"1662-5099","Frontiers in Molecular Neuroscience","Medicine",2015-12-31,1.617,2008-09-11,2490,NA
"1662-5102","Frontiers in Cellular Neuroscience","",2015-12-31,1.569,2017-05-14,2490,NA
"1662-5110","Frontiers in Neural Circuits","",2015-12-31,1.535,2017-05-14,2490,NA
"1662-5129","Frontiers in Neuroanatomy","Medicine",2015-12-31,1.434,2008-09-11,2490,NA
"1662-5153","Frontiers in Behavioral Neuroscience","",2015-12-31,1.166,2017-05-14,2490,NA
"1662-5161","Frontiers in Human Neuroscience","",2015-12-31,1.38,2017-05-14,2490,NA
"1662-5188","Frontiers in Computational Neuroscience","",2015-12-31,0.913,2017-05-14,2490,NA
"1663-4365","Frontiers in Aging Neuroscience","Medicine",2015-12-31,1.363,2010-12-17,2490,NA
"1663-9812","Frontiers in Pharmacology","",2015-12-31,1.24,2017-05-14,2490,NA
"1664-042X","Frontiers in Physiology","",2015-12-31,1.257,2017-05-14,2490,NA
"1664-1078","Frontiers in Psychology","",2015-12-31,0.996,2017-05-14,2490,NA
"1664-302X","Frontiers in Microbiology","",2015-12-31,1.34,2017-05-14,2490,NA
"1664-3224","Frontiers in Immunology","Medicine",2015-12-31,2.006,2012-01-01,2086,NA
"1664-462X","Frontiers in Plant Science","",2015-12-31,1.305,2017-05-14,2490,NA
"1674-2001","Particuology","Physics and Chemistry",2014-12-31,0.583367,2016-08-11,3000,NA
"1674-5507","Current Zoology","ECOLOGY AND EVOLUTION",2015-12-31,0.669,2017-05-22,1440,NA
"1676-5680","Genetics and Molecular Research","Molecular and Cell Biology",2014-12-31,0.213662,2013-01-01,960,NA
"1678-4499","Bragantia","Agriculture",2015-12-31,0.212,2004-04-23,50,NA
"1678-7153","Psicologia-Reflexao E Critica","Philosophy. Psychology. Religion",2015-12-31,0.066,2016-08-11,1030,NA
"1678-9199","Journal of Venomous Animals and Toxins Including Tropical Diseases","",2015-12-31,0.247,2017-05-14,2145,NA
"1678-992X","Scientia Agricola","Agriculture",2015-12-31,0.345,2013-01-01,1710,NA
"1679-7825","Latin American Journal of Solids and Structures","Technology",2015-12-31,0.223,2013-01-01,0,NA
"1680-6433","Iranian Journal of Reproductive Medicine","",2012-12-31,0.0409098,2017-05-14,0,NA
"1680-7324","Atmospheric Chemistry and Physics","Science",2005-12-31,1.8841,2013-01-01,0,NA
"1682-024X","Pakistan Journal of Medical Sciences","",2015-12-31,0.111,2017-05-14,200,NA
"1684-1182","Journal of Microbiology Immunology and Infection","",2015-12-31,0.615,2017-05-14,1000,NA
"1684-5315","African Journal of Biotechnology",NA,2010-12-31,0.126388,2012-01-01,650,NA
"1687-1499","EURASIP Journal on Wireless Communications and Networking","Technology",2015-12-31,0.416,2016-08-11,1420,NA
"1687-1847","Advances in Difference Equations","Science",2015-12-31,0.113,2016-08-11,980,NA
"1687-2770","Boundary Value Problems","Science",2015-12-31,0.298,2016-08-11,980,NA
"1687-4722","EURASIP Journal on Audio Speech and Music Processing","Science",2015-12-31,0.268,2016-08-11,1160,NA
"1687-5273","Computational Intelligence and Neuroscience","nan",2014-12-31,2.36099,2017-05-22,1750,NA
"1687-5281","EURASIP Journal on Image and Video Processing","Technology",2015-12-31,0.55,2016-08-11,1350,NA
"1687-529X","International Journal of Photoenergy","",2014-12-31,0.337747,2017-05-14,1250,NA
"1687-5974","International Journal of Aerospace Engineering","",2014-12-31,0.378012,2017-05-14,1750,NA
"1687-6180","EURASIP Journal on Advances in Signal Processing","Technology",2015-12-31,0.483,2016-08-11,1420,NA
"1687-7268","Journal of Sensors","",2014-12-31,0.591261,2017-05-14,1750,NA
"1687-8140","Advances in Mechanical Engineering","Technology",2015-12-31,0.198,2012-01-01,600,NA
"1695-6133","Geologica Acta",NA,2015-12-31,0.524,2013-01-01,0,NA
"1708-3087","Ecology and Society","nan",2015-12-31,1.033,2017-05-22,975,NA
"1723-2007","Blood Transfusion","MEDICINE",2015-12-31,0.578,2017-05-22,0,NA
"1726-569X","Acta Bioethica","Medicine",2015-12-31,0.03,2016-11-16,0,NA
"1729-8806","International Journal of Advanced Robotic Systems","",2014-12-31,0.118008,2017-05-14,1200,NA
"1729-8814","International Journal of Advanced Robotic Systems","Technology",2015-12-31,0.185,2008-11-26,1100,NA
"1733-3490","Archives of Metallurgy and Materials","PHYSICS AND CHEMISTRY",2015-12-31,0.117,2013-01-01,0,NA
"1734-1140","Pharmacological Reports","Neuroscience",2014-12-31,0.499932,2016-08-11,3000,NA
"1735-0328","Iranian Journal of Pharmaceutical Research","",2014-12-31,0.130175,2017-05-14,150,NA
"1735-8787","Banach Journal of Mathematical Analysis (\The Journals Are No Longer Open Access (In General)\)","MATHEMATICS",2014-12-31,0.435342,2017-05-14,1000,NA
"1740-2522","Clinical & Developmental Immunology","MOLECULAR AND CELL BIOLOGY",2014-12-31,0.84067,2017-05-22,1750,NA
"1741-7007","Bmc Biology","MOLECULAR AND CELL BIOLOGY",2015-12-31,3.207,2017-05-22,2785,NA
"1741-7015","BMC Medicine","MEDICINE",2015-12-31,3.162,2017-05-22,2785,NA
"1742-2094","Journal of Neuroinflammation","",2015-12-31,1.561,2017-05-14,2450,NA
"1742-4682","Theoretical Biology and Medical Modelling","",2015-12-31,0.376,2017-05-14,2145,NA
"1742-4690","Retrovirology","",2015-12-31,1.548,2017-05-14,2450,NA
"1742-4755","Reproductive Health","",2015-12-31,1.148,2017-05-14,2145,NA
"1742-4933","Immunity & Ageing","",2015-12-31,0.719,2017-05-14,2145,NA
"1742-6316","History and Philosophy of the Life Sciences","",2014-12-31,0.201198,2017-05-14,3000,NA
"1742-6405","AIDS Research and Therapy","INFECTIOUS DISEASES",2015-12-31,0.601,2017-05-22,2300,NA
"1742-9994","Frontiers in Zoology","",2015-12-31,1.122,2017-05-14,2365,NA
"1743-0003","Journal of NeuroEngineering and Rehabilitation","Sports Medicine",2015-12-31,0.938,2016-08-11,2240,NA
"1743-422X","Virology Journal","",2015-12-31,0.635,2017-05-14,2145,NA
"1743-7075","Nutrition & Metabolism","Technology",2015-12-31,0.899,2016-08-11,2240,NA
"1743-8977","Particle and Fibre Toxicology","",2015-12-31,2.249,2017-05-14,2145,NA
"1744-4292","Molecular Systems Biology","Science",2015-12-31,6.95,2013-01-01,3900,NA
"1744-5647","Journal of Maps","",2014-12-31,0.282077,2017-05-14,520,NA
"1744-8069","Molecular Pain","",2015-12-31,1.253,2017-05-14,2500,NA
"1744-859X","Annals of General Psychiatry","PSYCHIATRY",2015-12-31,0.416,2017-05-22,2450,NA
"1744-8603","Globalization and Health","",2015-12-31,1.051,2017-05-14,2145,NA
"1744-9081","Behavioral and Brain Functions","NEUROSCIENCE",2015-12-31,0.693,2017-05-22,2145,NA
"1745-6150","Biology Direct","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.491,2017-05-22,2145,NA
"1745-6215","Trials","Medicine",2015-12-31,0.893,2016-08-11,2145,NA
"1745-6673","Journal of Occupational Medicine and Toxicology","",2015-12-31,0.439,2017-05-14,2260,NA
"1746-1596","Diagnostic Pathology","ONCOLOGY",2015-12-31,0.476,2017-05-22,2145,NA
"1746-160X","Head & Face Medicine","",2015-12-31,0.439,2017-05-14,2145,NA
"1746-4269","Journal of Ethnobiology and Ethnomedicine","",2015-12-31,0.52,2017-05-14,2145,NA
"1746-4811","Plant Methods","",2015-12-31,1.268,2017-05-14,2035,NA
"1746-6148","BMC Veterinary Research","VETERINARY",2015-12-31,0.612,2017-05-22,2145,NA
"1747-1028","Cell Division","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.736,2017-05-22,2300,NA
"1747-597X","Substance Abuse Treatment Prevention and Policy","",2015-12-31,0.628,2017-05-14,2145,NA
"1748-5908","Implementation Science","",2015-12-31,1.529,2017-05-14,2365,NA
"1748-717X","Radiation Oncology",NA,2015-12-31,0.756,2016-08-11,2145,NA
"1748-7188","Algorithms for Molecular Biology","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.902,2017-05-22,2145,NA
"1748-9326","Environmental Research Letters","Technology",2015-12-31,2.025,2013-01-01,1600,NA
"1749-0774","Human Cell","",2014-12-31,0.279317,2017-05-14,3000,NA
"1749-7922","World Journal of Emergency Surgery","",2015-12-31,0.557,2017-05-14,2145,NA
"1749-799X","Journal of Orthopaedic Surgery and Research","",2015-12-31,0.585,2017-05-14,2450,NA
"1749-8090","Journal of Cardiothoracic Surgery","Medicine",2015-12-31,0.345,2016-08-11,2175,NA
"1749-8104","Neural Development","Medicine",2015-12-31,1.222,2016-08-11,2145,NA
"1749-8546","Chinese Medicine","FOOD SCIENCE",2015-12-31,0.424,2017-05-22,2145,NA
"1750-1172","Orphanet Journal of Rare Diseases","Medicine",2015-12-31,1.475,2016-08-11,2365,NA
"1750-1326","Molecular Neurodegeneration","",2015-12-31,2.102,2017-05-14,2580,NA
"1750-9378","Infectious Agents and Cancer","",2015-12-31,0.56,2017-05-14,2145,NA
