"price","date_stamp1","category"
65,"2012-01-01","FOOD SCIENCE"
0,"2012-01-01","HIGH ENERGY PHYSICS"
0,"2012-01-01","PHYSICS AND CHEMISTRY"
0,"2012-01-01","PSYCHIATRY"
1805,"2012-01-01","MEDICINE"
0,"2012-01-01","PHYSICS AND CHEMISTRY"
1700,"2012-01-01","PHYSICS AND CHEMISTRY"
1707,"2012-01-01","PHYSICS AND CHEMISTRY"
0,"2012-01-01","ECONOMICS"
0,"2012-01-01","ECOLOGY AND EVOLUTION"
0,"2012-01-01","LAW"
1845,"2012-01-01","MOLECULAR AND CELL BIOLOGY"
1625,"2012-01-01","PSYCHIATRY"
320,"2012-01-01","PHYSICS AND CHEMISTRY"
0,"2012-01-01","MATHEMATICS"
0,"2012-01-01","MEDICINE"
1720,"2012-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2012-01-01","ECONOMICS"
0,"2012-01-01","ENERGY"
1625,"2012-01-01","MEDICINE"
533,"2012-01-01","MOLECULAR AND CELL BIOLOGY"
1800,"2012-01-01","ONCOLOGY"
1625,"2012-01-01","MEDICINE"
0,"2012-01-01","ECOLOGY AND EVOLUTION"
0,"2012-01-01","PSYCHIATRY"
0,"2012-01-01","VETERINARY"
1900,"2012-01-01","INFECTIOUS DISEASES"
532,"2012-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2012-01-01","LAW"
0,"2012-01-01","LAW"
1625,"2012-01-01","GASTROENTEROLOGY"
1900,"2012-01-01","ONCOLOGY"
0,"2012-01-01","ECOLOGY AND EVOLUTION"
0,"2012-01-01","ECOLOGY AND EVOLUTION"
0,"2012-01-01","OPHTHALMOLOGY"
0,"2012-01-01","MEDICINE"
0,"2012-01-01","NEUROSCIENCE"
0,"2012-01-01","FOOD SCIENCE"
0,"2012-01-01","EDUCATION"
0,"2012-01-01","ANTHROPOLOGY"
0,"2012-01-01","MEDICINE"
0,"2012-01-01","ECOLOGY AND EVOLUTION"
0,"2012-01-01","COMPUTER SCIENCE"
2200,"2012-01-01","MEDICINE"
2200,"2012-01-01","MEDICINE"
2200,"2012-01-01","NEUROSCIENCE"
2200,"2012-01-01","MEDICINE"
1695,"2012-01-01","ONCOLOGY"
2200,"2012-01-01","ONCOLOGY"
2129,"2012-01-01","NEUROSCIENCE"
1500,"2012-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2012-01-01","PHYSICS AND CHEMISTRY"
1171,"2012-01-01","ROBOTICS"
0,"2012-01-01","MATHEMATICS"
75,"2012-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2012-01-01","PLANT BIOLOGY"
0,"2012-01-01","INFECTIOUS DISEASES"
0,"2012-01-01","MATHEMATICS"
0,"2012-01-01","OPERATIONS RESEARCH"
0,"2012-01-01","ECOLOGY AND EVOLUTION"
1750,"2012-01-01","NEUROSCIENCE"
0,"2012-01-01","ECOLOGY AND EVOLUTION"
0,"2012-01-01","PHYSICS AND CHEMISTRY"
0,"2012-01-01","PHYSICS AND CHEMISTRY"
0,"2012-01-01","MEDICINE"
0,"2012-01-01","PLANT BIOLOGY"
0,"2012-01-01","FOOD SCIENCE"
0,"2012-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2012-01-01","ECONOMICS"
0,"2012-01-01","ECOLOGY AND EVOLUTION"
0,"2012-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","HIGH ENERGY PHYSICS"
3900,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2114,"2013-01-01","NEUROSCIENCE"
2345,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
1730,"2013-01-01","ENVIRONMENTAL HEALTH"
2285,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","MEDICINE"
2155,"2013-01-01","ECOLOGY AND EVOLUTION"
1450,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
3000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","ENVIRONMENTAL HEALTH"
2285,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","INFECTIOUS DISEASES"
2345,"2013-01-01","MEDICINE"
1760,"2013-01-01","PHYSICS AND CHEMISTRY"
1945,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
1885,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2112,"2013-01-01","NEUROSCIENCE"
1760,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MEDICINE"
2000,"2013-01-01","ECOLOGY AND EVOLUTION"
1350,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","MATHEMATICS"
2280,"2013-01-01","MEDICINE"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2250,"2013-01-01","INFECTIOUS DISEASES"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","NEUROSCIENCE"
0,"2013-01-01","ORTHOPEDICS"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
1900,"2013-01-01","MEDICINE"
1950,"2013-01-01","NEUROSCIENCE"
2155,"2013-01-01","NEUROSCIENCE"
2345,"2013-01-01","NEUROSCIENCE"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
203,"2013-01-01","NEUROSCIENCE"
1760,"2013-01-01","PLANT BIOLOGY"
1350,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","MATHEMATICS"
2000,"2013-01-01","PLANT BIOLOGY"
1745,"2013-01-01","ENVIRONMENTAL HEALTH"
1275,"2013-01-01","PSYCHOLOGY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MEDICINE"
2380,"2013-01-01","MEDICINE"
0,"2013-01-01","PSYCHOLOGY"
2000,"2013-01-01","NEPHROLOGY"
1745,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","MEDICINE"
3400,"2013-01-01","ONCOLOGY"
2000,"2013-01-01","MEDICINE"
2000,"2013-01-01","NEUROSCIENCE"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2114,"2013-01-01","NEUROSCIENCE"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","PSYCHOLOGY"
2000,"2013-01-01","INFECTIOUS DISEASES"
2000,"2013-01-01","VETERINARY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2113,"2013-01-01","NEUROSCIENCE"
0,"2013-01-01","MATHEMATICS"
1730,"2013-01-01","MEDICINE"
1730,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
1300,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MEDICINE"
2000,"2013-01-01","ONCOLOGY"
0,"2013-01-01","MATHEMATICS"
2000,"2013-01-01","MEDICINE"
2000,"2013-01-01","NEUROSCIENCE"
1730,"2013-01-01","MEDICINE"
1805,"2013-01-01","MEDICINE"
2285,"2013-01-01","MEDICINE"
2000,"2013-01-01","OPHTHALMOLOGY"
1935,"2013-01-01","MEDICINE"
2000,"2013-01-01","MEDICINE"
2000,"2013-01-01","PSYCHIATRY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","PSYCHIATRY"
1065,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","MATHEMATICS"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","LAW"
1845,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2075,"2013-01-01","MEDICINE"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
1980,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
1900,"2013-01-01","INFECTIOUS DISEASES"
1730,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","NEUROSCIENCE"
1820,"2013-01-01","MEDICINE"
2155,"2013-01-01","MEDICINE"
1934,"2013-01-01","FOOD SCIENCE"
1730,"2013-01-01","FOOD SCIENCE"
1730,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MEDICINE"
0,"2013-01-01","LINGUISTICS"
0,"2013-01-01","SOCIOLOGY"
0,"2013-01-01","LAW"
1730,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","SPORTS MEDICINE"
2000,"2013-01-01","MEDICINE"
2000,"2013-01-01","MEDICINE"
2000,"2013-01-01","FOOD SCIENCE"
0,"2013-01-01","COMPUTER SCIENCE"
0,"2013-01-01","SPORTS MEDICINE"
2000,"2013-01-01","GASTROENTEROLOGY"
2000,"2013-01-01","INFECTIOUS DISEASES"
2000,"2013-01-01","ORTHOPEDICS"
2000,"2013-01-01","MEDICINE"
1730,"2013-01-01","MEDICINE"
0,"2013-01-01","MATHEMATICS"
0,"2013-01-01","SPORTS MEDICINE"
1780,"2013-01-01","INFECTIOUS DISEASES"
0,"2013-01-01","ECONOMICS"
0,"2013-01-01","OPHTHALMOLOGY"
0,"2013-01-01","LAW"
1730,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
1718,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
1200,"2013-01-01","INFECTIOUS DISEASES"
1350,"2013-01-01","PHYSICS AND CHEMISTRY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2000,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","MEDICINE"
0,"2013-01-01","ASTRONOMY AND ASTROPHYSICS"
1820,"2013-01-01","MEDICINE"
2000,"2013-01-01","MEDICINE"
2000,"2013-01-01","ONCOLOGY"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","MEDICINE"
0,"2013-01-01","COMPUTER SCIENCE"
0,"2013-01-01","MEDICINE"
1905,"2013-01-01","MEDICINE"
0,"2013-01-01","NEUROSCIENCE"
1290,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","MATHEMATICS"
100,"2013-01-01","INFECTIOUS DISEASES"
1805,"2013-01-01","ONCOLOGY"
2000,"2013-01-01","SPORTS MEDICINE"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","LAW"
1290,"2013-01-01","PHYSICS AND CHEMISTRY"
1932,"2013-01-01","PHYSICS AND CHEMISTRY"
1933,"2013-01-01","FOOD SCIENCE"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
2200,"2013-01-01","MEDICINE"
1730,"2013-01-01","SPORTS MEDICINE"
0,"2013-01-01","COMPUTER SCIENCE"
1700,"2013-01-01","EDUCATION"
1289,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","MATHEMATICS"
0,"2013-01-01","LAW"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","MATHEMATICS"
0,"2013-01-01","MATHEMATICS"
0,"2013-01-01","OPHTHALMOLOGY"
0,"2013-01-01","NEUROSCIENCE"
1730,"2013-01-01","PSYCHIATRY"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","MEDICINE"
0,"2013-01-01","DENTISTRY"
0,"2013-01-01","RADIOLOGY"
1200,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
2030,"2013-01-01","MEDICINE"
0,"2013-01-01","MATHEMATICS"
1730,"2013-01-01","SPORTS MEDICINE"
1122,"2013-01-01","PHYSICS AND CHEMISTRY"
1730,"2013-01-01","ONCOLOGY"
0,"2013-01-01","MATHEMATICS"
0,"2013-01-01","FOOD SCIENCE"
0,"2013-01-01","UROLOGY"
0,"2013-01-01","MEDICINE"
0,"2013-01-01","LAW"
0,"2013-01-01","DERMATOLOGY"
661,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","MEDICINE"
800,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","MATHEMATICS"
0,"2013-01-01","MEDICINE"
0,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
1730,"2013-01-01","MEDICINE"
1575,"2013-01-01","WOOD PRODUCTS"
0,"2013-01-01","RADIOLOGY"
0,"2013-01-01","MATHEMATICS"
0,"2013-01-01","LAW"
660,"2013-01-01","MEDICINE"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","EDUCATION"
0,"2013-01-01","VETERINARY"
0,"2013-01-01","MATHEMATICS"
750,"2013-01-01","ANTHROPOLOGY"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","EDUCATION"
2200,"2013-01-01","ONCOLOGY"
0,"2013-01-01","PHARMACOLOGY"
960,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","MATHEMATICS"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","MATHEMATICS"
1600,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","ROBOTICS"
0,"2013-01-01","PSYCHOLOGY"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","LAW"
725,"2013-01-01","SPORTS MEDICINE"
0,"2013-01-01","NEUROSCIENCE"
0,"2013-01-01","ONCOLOGY"
0,"2013-01-01","FOOD SCIENCE"
0,"2013-01-01","MEDICINE"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","PLANT BIOLOGY"
0,"2013-01-01","STRUCTURAL ENGINEERING"
0,"2013-01-01","LAW"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","ROBOTICS"
0,"2013-01-01","ONCOLOGY"
0,"2013-01-01","ONCOLOGY"
0,"2013-01-01","VETERINARY"
0,"2013-01-01","NEUROSCIENCE"
0,"2013-01-01","NEUROSCIENCE"
1265,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
0,"2013-01-01","PSYCHOLOGY"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","CIRCUITS"
0,"2013-01-01","MEDICINE"
1071,"2013-01-01","MEDICINE"
0,"2013-01-01","PLANT BIOLOGY"
250,"2013-01-01","ECOLOGY AND EVOLUTION"
225,"2013-01-01","ECOLOGY AND EVOLUTION"
771,"2013-01-01","CIRCUITS"
0,"2013-01-01","ROBOTICS"
0,"2013-01-01","PLANT BIOLOGY"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
210,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","LAW"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","VETERINARY"
660,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","ENERGY"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","FOOD SCIENCE"
0,"2013-01-01","PSYCHIATRY"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
1080,"2013-01-01","CIRCUITS"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
0,"2013-01-01","POLITICAL SCIENCE"
0,"2013-01-01","ECOLOGY AND EVOLUTION"
1188,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","ORTHOPEDICS"
0,"2013-01-01","ECONOMICS"
0,"2013-01-01","EDUCATION"
0,"2013-01-01","FOOD SCIENCE"
0,"2013-01-01","PLANT BIOLOGY"
800,"2013-01-01","PLANT BIOLOGY"
0,"2013-01-01","HIGH ENERGY PHYSICS"
0,"2013-01-01","ECONOMICS"
0,"2013-01-01","STRUCTURAL ENGINEERING"
0,"2013-01-01","MEDICINE"
0,"2013-01-01","FOOD SCIENCE"
0,"2013-01-01","MEDICINE"
0,"2013-01-01","INFECTIOUS DISEASES"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
0,"2013-01-01","ONCOLOGY"
0,"2013-01-01","MOLECULAR AND CELL BIOLOGY"
3125,"2013-01-01","SPORTS MEDICINE"
0,"2013-01-01","PHYSICS AND CHEMISTRY"
66,"2013-01-01","FOOD SCIENCE"
0,"2013-01-01","ECONOMICS"
3000,"2016-08-11","PHARMACOLOGY"
3000,"2016-08-11","PHARMACOLOGY"
3000,"2016-08-11","ECOLOGY AND EVOLUTION"
3000,"2016-08-11","MARKETING"
3000,"2016-08-11","HIGH ENERGY PHYSICS"
3000,"2016-08-11","GEOTECHNOLOGY"
3000,"2016-08-11","MOLECULAR AND CELL BIOLOGY"
3000,"2016-08-11","MATHEMATICS"
3000,"2016-08-11","MOLECULAR AND CELL BIOLOGY"
3000,"2016-08-11","ORTHOPEDICS"
3000,"2016-08-11","UROLOGY"
1890,"2016-08-11","FOOD SCIENCE"
1890,"2016-08-11","MOLECULAR AND CELL BIOLOGY"
1660,"2016-08-11","PHYSICS AND CHEMISTRY"
4500,"2016-08-11","PHYSICS AND CHEMISTRY"
1500,"2016-08-11","ECOLOGY AND EVOLUTION"
